Year,Grid,Target,Feature,Mean,Slope,Intercept,Formula
2023,480m,hr_2023,BHV,-4.711715039824055,-0.00021779759836309902,-4.709866713898312,predy = -0.0002 * BHV + -4.7099
2023,480m,hr_2023,SVF,-4.711715039824055,2.7546117267906305,-7.092431141766696,predy = 2.7546 * SVF + -7.0924
2023,480m,hr_2023,NDVI,-4.711715039824055,1.179643928187637,-4.942987963173319,predy = 1.1796 * NDVI + -4.9430
2023,480m,hr_2023,EV,-4.711715039824055,-0.0015085403377512474,-4.641604203239354,predy = -0.0015 * EV + -4.6416
2023,480m,hr_2023,WR,-4.711715039824055,0.0026850679363735865,-4.728615198268436,predy = 0.0027 * WR + -4.7286
2023,480m,hr_2023,BCR,-4.711715039824055,-0.02454766402830746,-4.333121147230666,predy = -0.0245 * BCR + -4.3331
2023,480m,hr_2023,BHV,-4.711715039824055,-0.00021779759836309902,-4.709866713898312,predy = -0.0002 * BHV + -4.7099
2023,480m,hr_2023,SVF,-4.711715039824055,2.7546117267906305,-7.092431141766696,predy = 2.7546 * SVF + -7.0924
2023,480m,hr_2023,NDVI,-4.711715039824055,1.179643928187637,-4.942987963173319,predy = 1.1796 * NDVI + -4.9430
2023,480m,hr_2023,EV,-4.711715039824055,-0.0015085403377512474,-4.641604203239354,predy = -0.0015 * EV + -4.6416
2023,480m,hr_2023,WR,-4.711715039824055,0.0026850679363735865,-4.728615198268436,predy = 0.0027 * WR + -4.7286
2023,480m,hr_2023,Dist_W,-4.711715039824055,-0.18266671759309475,-4.458322095232714,predy = -0.1827 * Dist_W + -4.4583
2023,480m,hr_2023,BCR,-4.711715039824055,-0.02454766402830746,-4.333121147230666,predy = -0.0245 * BCR + -4.3331
2023,480m,hr_2023,BHV,-4.711715039824055,-0.00021779759836309902,-4.709866713898312,predy = -0.0002 * BHV + -4.7099
2023,480m,hr_2023,SVF,-4.711715039824055,2.7546117267906305,-7.092431141766696,predy = 2.7546 * SVF + -7.0924
2023,480m,hr_2023,NDVI,-4.711715039824055,1.179643928187637,-4.942987963173319,predy = 1.1796 * NDVI + -4.9430
2023,480m,hr_2023,EV,-4.711715039824055,-0.0015085403377512474,-4.641604203239354,predy = -0.0015 * EV + -4.6416
2023,480m,hr_2023,WR,-4.711715039824055,0.0026850679363735865,-4.728615198268436,predy = 0.0027 * WR + -4.7286
2023,480m,hr_2023,Dist_W,-4.711715039824055,-0.18266671759309475,-4.458322095232714,predy = -0.1827 * Dist_W + -4.4583
2023,480m,hr_2023,Dist_P,-4.711715039824055,-0.15707581544875301,-4.5875706998920665,predy = -0.1571 * Dist_P + -4.5876
2023,480m,hr_2023,BCR,-4.711715039824055,-0.02454766402830746,-4.333121147230666,predy = -0.0245 * BCR + -4.3331
2023,480m,hr_2023,BHV,-4.711715039824055,-0.00021779759836309902,-4.709866713898312,predy = -0.0002 * BHV + -4.7099
2023,480m,hr_2023,SVF,-4.711715039824055,2.7546117267906305,-7.092431141766696,predy = 2.7546 * SVF + -7.0924
2023,480m,hr_2023,NDVI,-4.711715039824055,1.179643928187637,-4.942987963173319,predy = 1.1796 * NDVI + -4.9430
2023,480m,hr_2023,EV,-4.711715039824055,-0.0015085403377512474,-4.641604203239354,predy = -0.0015 * EV + -4.6416
2023,480m,hr_2023,WR,-4.711715039824055,0.0026850679363735865,-4.728615198268436,predy = 0.0027 * WR + -4.7286
2023,480m,hr_2023,Dist_W,-4.711715039824055,-0.18266671759309475,-4.458322095232714,predy = -0.1827 * Dist_W + -4.4583
2023,480m,hr_2023,Dist_P,-4.711715039824055,-0.15707581544875301,-4.5875706998920665,predy = -0.1571 * Dist_P + -4.5876
2023,480m,hr_2023,Dist_M,-4.711715039824055,0.1362059272044377,-5.021235228278663,predy = 0.1362 * Dist_M + -5.0212
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,NDVI,31.03830053830411,-11.89046009614322,32.83988929188516,predy = -11.8905 * NDVI + 32.8399
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,NDVI,31.03830053830411,-11.89046009614322,32.83988929188516,predy = -11.8905 * NDVI + 32.8399
2016,480m,nor_2016,EV,31.03830053830411,-0.02116849506555836,32.06322196051556,predy = -0.0212 * EV + 32.0632
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,NDVI,31.03830053830411,-11.89046009614322,32.83988929188516,predy = -11.8905 * NDVI + 32.8399
2016,480m,nor_2016,EV,31.03830053830411,-0.02116849506555836,32.06322196051556,predy = -0.0212 * EV + 32.0632
2016,480m,nor_2016,WR,31.03830053830411,-0.06476899156300196,31.437010036082008,predy = -0.0648 * WR + 31.4370
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,NDVI,31.03830053830411,-11.89046009614322,32.83988929188516,predy = -11.8905 * NDVI + 32.8399
2016,480m,nor_2016,EV,31.03830053830411,-0.02116849506555836,32.06322196051556,predy = -0.0212 * EV + 32.0632
2016,480m,nor_2016,WR,31.03830053830411,-0.06476899156300196,31.437010036082008,predy = -0.0648 * WR + 31.4370
2016,480m,nor_2016,Dist_W,31.03830053830411,-0.15728285822272287,31.256064657796845,predy = -0.1573 * Dist_W + 31.2561
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,NDVI,31.03830053830411,-11.89046009614322,32.83988929188516,predy = -11.8905 * NDVI + 32.8399
2016,480m,nor_2016,EV,31.03830053830411,-0.02116849506555836,32.06322196051556,predy = -0.0212 * EV + 32.0632
2016,480m,nor_2016,WR,31.03830053830411,-0.06476899156300196,31.437010036082008,predy = -0.0648 * WR + 31.4370
2016,480m,nor_2016,Dist_W,31.03830053830411,-0.15728285822272287,31.256064657796845,predy = -0.1573 * Dist_W + 31.2561
2016,480m,nor_2016,Dist_P,31.03830053830411,-0.3561641037210089,31.325108607795148,predy = -0.3562 * Dist_P + 31.3251
2016,480m,nor_2016,BCR,31.03830053830411,0.1301134791660129,28.929720190394633,predy = 0.1301 * BCR + 28.9297
2016,480m,nor_2016,BHV,31.03830053830411,0.04628941967141696,30.635450132236063,predy = 0.0463 * BHV + 30.6355
2016,480m,nor_2016,SVF,31.03830053830411,-11.776747550118865,41.13170494420375,predy = -11.7767 * SVF + 41.1317
2016,480m,nor_2016,NDVI,31.03830053830411,-11.89046009614322,32.83988929188516,predy = -11.8905 * NDVI + 32.8399
2016,480m,nor_2016,EV,31.03830053830411,-0.02116849506555836,32.06322196051556,predy = -0.0212 * EV + 32.0632
2016,480m,nor_2016,WR,31.03830053830411,-0.06476899156300196,31.437010036082008,predy = -0.0648 * WR + 31.4370
2016,480m,nor_2016,Dist_W,31.03830053830411,-0.15728285822272287,31.256064657796845,predy = -0.1573 * Dist_W + 31.2561
2016,480m,nor_2016,Dist_P,31.03830053830411,-0.3561641037210089,31.325108607795148,predy = -0.3562 * Dist_P + 31.3251
2016,480m,nor_2016,Dist_M,31.03830053830411,0.3009676974233805,30.338328372125986,predy = 0.3010 * Dist_M + 30.3383
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,NDVI,41.57136172930223,-21.14885646797926,44.775740841273624,predy = -21.1489 * NDVI + 44.7757
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,NDVI,41.57136172930223,-21.14885646797926,44.775740841273624,predy = -21.1489 * NDVI + 44.7757
2016,480m,ext_2016,EV,41.57136172930223,-0.032978120097159155,43.16807333526019,predy = -0.0330 * EV + 43.1681
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,NDVI,41.57136172930223,-21.14885646797926,44.775740841273624,predy = -21.1489 * NDVI + 44.7757
2016,480m,ext_2016,EV,41.57136172930223,-0.032978120097159155,43.16807333526019,predy = -0.0330 * EV + 43.1681
2016,480m,ext_2016,WR,41.57136172930223,-0.11045365955296498,42.25130010822946,predy = -0.1105 * WR + 42.2513
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,NDVI,41.57136172930223,-21.14885646797926,44.775740841273624,predy = -21.1489 * NDVI + 44.7757
2016,480m,ext_2016,EV,41.57136172930223,-0.032978120097159155,43.16807333526019,predy = -0.0330 * EV + 43.1681
2016,480m,ext_2016,WR,41.57136172930223,-0.11045365955296498,42.25130010822946,predy = -0.1105 * WR + 42.2513
2016,480m,ext_2016,Dist_W,41.57136172930223,-0.3306334758744249,42.02913639440054,predy = -0.3306 * Dist_W + 42.0291
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,NDVI,41.57136172930223,-21.14885646797926,44.775740841273624,predy = -21.1489 * NDVI + 44.7757
2016,480m,ext_2016,EV,41.57136172930223,-0.032978120097159155,43.16807333526019,predy = -0.0330 * EV + 43.1681
2016,480m,ext_2016,WR,41.57136172930223,-0.11045365955296498,42.25130010822946,predy = -0.1105 * WR + 42.2513
2016,480m,ext_2016,Dist_W,41.57136172930223,-0.3306334758744249,42.02913639440054,predy = -0.3306 * Dist_W + 42.0291
2016,480m,ext_2016,Dist_P,41.57136172930223,-0.76356211769996,42.186234970670576,predy = -0.7636 * Dist_P + 42.1862
2016,480m,ext_2016,BCR,41.57136172930223,0.23662111236210434,37.736750352946515,predy = 0.2366 * BCR + 37.7368
2016,480m,ext_2016,BHV,41.57136172930223,0.10187264631259797,40.68477820275182,predy = 0.1019 * BHV + 40.6848
2016,480m,ext_2016,SVF,41.57136172930223,-24.7686657560301,62.79964729849113,predy = -24.7687 * SVF + 62.7996
2016,480m,ext_2016,NDVI,41.57136172930223,-21.14885646797926,44.775740841273624,predy = -21.1489 * NDVI + 44.7757
2016,480m,ext_2016,EV,41.57136172930223,-0.032978120097159155,43.16807333526019,predy = -0.0330 * EV + 43.1681
2016,480m,ext_2016,WR,41.57136172930223,-0.11045365955296498,42.25130010822946,predy = -0.1105 * WR + 42.2513
2016,480m,ext_2016,Dist_W,41.57136172930223,-0.3306334758744249,42.02913639440054,predy = -0.3306 * Dist_W + 42.0291
2016,480m,ext_2016,Dist_P,41.57136172930223,-0.76356211769996,42.186234970670576,predy = -0.7636 * Dist_P + 42.1862
